"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"1","1990-339","Adelaide","Hard",32,"A",19900101,1,101843,1,"","Sergi Bruguera","R",188,"ESP",18.9596167009,101632,NA,"Q","Per Henricsson","R",190,"SWE",20.3969883641,"7-6 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,591,282,70
"2","1990-339","Adelaide","Hard",32,"A",19900101,2,100714,NA,"WC","Broderick Dyke","L",183,"AUS",29.0020533881,101096,NA,"","Gary Muller","L",190,"RSA",25.0130047912,"6-4 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,157,127,182
"3","1990-339","Adelaide","Hard",32,"A",19900101,3,101529,NA,"","Michael Stich","R",193,"GER",21.2046543463,101232,NA,"","Nicklas Kroon","R",183,"SWE",23.9041752225,"6-4 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,215,71,290
"4","1990-339","Adelaide","Hard",32,"A",19900101,4,100628,7,"","Michiel Schapers","R",201,"NED",30.2258726899,101434,NA,"","Petr Korda","L",190,"CZE",21.9411362081,"6-3 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,297,80,271
"5","1990-339","Adelaide","Hard",32,"A",19900101,5,101404,3,"","Thomas Muster","L",180,"AUT",22.250513347,101387,NA,"","Claudio Pistolesi","R",180,"ITA",22.3545516769,"6-4 4-6 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,496,100,224
"6","1990-339","Adelaide","Hard",32,"A",19900101,6,100713,NA,"","John Fitzgerald","R",183,"AUS",29.0102669405,101552,NA,"Q","Xavier Daufresne","R",193,"BEL",21.0212183436,"3-6 7-5 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,217,336,54
"7","1990-339","Adelaide","Hard",32,"A",19900101,7,101256,NA,"WC","Mark Kratzmann","L",178,"AUS",23.627652293,101727,NA,"","Jason Stoltenberg","R",185,"AUS",19.7453798768,"5-7 4-3 RET",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,211,91,245
"8","1990-339","Adelaide","Hard",32,"A",19900101,8,100901,5,"","Paul Annacone","R",185,"USA",26.7871321013,101344,NA,"","Bruno Oresar","R",175,"CRO",22.6995208761,"6-1 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,361,90,247
"9","1990-339","Adelaide","Hard",32,"A",19900101,9,101440,6,"","Mark Koevermans","R",185,"NED",21.9110198494,101123,NA,"Q","Alexander Mronz","R",188,"GER",24.7364818617,"6-1 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,306,164,135
"10","1990-339","Adelaide","Hard",32,"A",19900101,10,101234,NA,"","Patrik Kuhnen","R",190,"GER",23.8877481177,101235,NA,"","Paul Haarhuis","R",188,"NED",23.8658453114,"6-3 2-6 7-6",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,236,76,280
"11","1990-339","Adelaide","Hard",32,"A",19900101,11,101061,NA,"","Jimmy Arias","R",175,"USA",25.3771389459,101185,NA,"","Mark Woodforde","L",188,"AUS",24.2737850787,"7-6 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,256,72,286
"12","1990-339","Adelaide","Hard",32,"A",19900101,12,101334,4,"","Alexander Volkov","L",188,"RUS",22.8336755647,101889,NA,"WC","Todd Woodbridge","R",178,"AUS",18.7515400411,"6-4 1-6 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,367,149,154
"13","1990-339","Adelaide","Hard",32,"A",19900101,13,101820,8,"","Marc Rosset","R",201,"SUI",19.151266256,101772,NA,"","Andrei Cherkasov","R",180,"RUS",19.4962354552,"6-2 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,290,73,285
"14","1990-339","Adelaide","Hard",32,"A",19900101,14,100844,NA,"","Jerome Potier","L",180,"FRA",27.4579055441,100946,NA,"","Slobodan Zivojinovic","R",198,"YUG",26.4449007529,"6-3 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,256,82,268
"15","1990-339","Adelaide","Hard",32,"A",19900101,15,101179,NA,"","Jean Philippe Fleurian","R",185,"FRA",24.3066392882,101071,NA,"","Tom Nijssen","R",175,"NED",25.2511978097,"6-3 6-0",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,283,95,242
