"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"49","2006-1720","Bangkok","Hard",32,"A",20060925,2,103794,NA,"","Benjamin Becker","R",178,"GER",25.2758384668,103228,NA,"","Marcos Daniel","R",180,"BRA",28.2272416153,"6-3 6-2",3,"R32",49,10,2,47,30,29,8,9,1,1,3,1,46,35,22,3,8,1,4,75,544,110,390
"50","2006-1720","Bangkok","Hard",32,"A",20060925,3,103821,NA,"","Danai Udomchoke","R",173,"THA",25.1225188227,102567,NA,"Q","George Bastl","R",183,"SUI",31.485284052,"6-3 6-0",3,"R32",73,3,0,44,25,18,13,7,1,1,3,2,54,29,20,5,8,4,9,113,387,152,291
"51","2006-1720","Bangkok","Hard",32,"A",20060925,4,104068,7,"","Robby Ginepri","R",183,"USA",23.9671457906,102202,NA,"","Kenneth Carlsen","L",190,"DEN",33.440109514,"6-3 6-4",3,"R32",69,4,1,49,36,29,9,10,1,2,3,1,62,40,24,9,9,5,8,40,830,124,362
"52","2006-1720","Bangkok","Hard",32,"A",20060925,5,102450,NA,"","Tim Henman","R",185,"GBR",32.052019165,104918,4,"","Andy Murray","R",190,"GBR",19.3648186174,"6-4 6-2",3,"R32",87,7,3,70,44,31,13,9,6,7,3,2,58,39,24,8,9,2,6,59,670,16,1400
"53","2006-1720","Bangkok","Hard",32,"A",20060925,6,104372,NA,"","Alex Bogdanovic","L",183,"GBR",22.3436002738,104499,NA,"","Jimmy Wang","R",178,"TPE",21.6262833676,"6-7(7) 6-4 6-4",3,"R32",132,6,2,100,60,49,21,16,2,3,14,0,97,56,44,21,16,2,5,148,295,131,338
"54","2006-1720","Bangkok","Hard",32,"A",20060925,7,104783,NA,"WC","Mikhail Ledovskikh","R",188,"RUS",20.1314168378,104453,NA,"Q","Michael Ryderstedt","L",188,"SWE",21.8672142368,"6-1 7-6(7)",3,"R32",89,18,2,70,42,36,15,10,4,4,4,1,67,32,24,19,9,5,7,276,142,386,86
"55","2006-1720","Bangkok","Hard",32,"A",20060925,8,103387,8,"","Paradorn Srichaphan","R",185,"THA",27.2826830938,103852,NA,"WC","Feliciano Lopez","L",188,"ESP",25.0130047912,"6-1 6-4",3,"R32",56,3,2,42,26,23,13,9,0,0,2,5,44,21,17,9,8,3,6,41,830,80,505
"56","2006-1720","Bangkok","Hard",32,"A",20060925,9,103813,5,"","Jarkko Nieminen","L",185,"FIN",25.1745379877,103737,NA,"","Edgardo Massa","R",180,"ARG",25.5112936345,"6-7(6) 6-3 6-2",3,"R32",109,4,5,111,68,50,24,15,8,9,4,5,83,37,31,24,14,5,9,17,1365,247,158
"57","2006-1720","Bangkok","Hard",32,"A",20060925,10,104433,NA,"","Frank Dancevic","R",185,"CAN",21.9958932238,102694,NA,"Q","Lars Burgsmuller","R",183,"GER",30.803559206,"7-5 3-6 7-6(7)",3,"R32",171,10,2,117,78,55,19,16,6,9,8,6,133,94,68,14,17,14,17,92,450,173,240
"58","2006-1720","Bangkok","Hard",32,"A",20060925,11,104112,NA,"LL","Benjamin Balleret","R",185,"MON",23.6933607118,102565,NA,"","Alexander Waske","R",188,"GER",31.4880219028,"7-5 2-6 6-1",3,"R32",95,16,0,69,49,36,14,14,0,2,11,4,90,46,39,16,13,7,10,251,154,114,384
"59","2006-1720","Bangkok","Hard",32,"A",20060925,12,103484,3,"","James Blake","R",185,"USA",26.7433264887,105227,NA,"WC","Marin Cilic","R",198,"CRO",17.9904175222,"6-1 6-2",3,"R32",47,3,1,41,25,20,10,8,1,2,2,2,45,29,14,6,7,3,8,9,2085,202,200
"60","2006-1720","Bangkok","Hard",32,"A",20060925,13,104999,NA,"Q","Mischa Zverev","L",190,"GER",19.0937713895,103507,6,"","Juan Carlos Ferrero","R",183,"ESP",26.6173853525,"4-6 6-2 6-4",3,"R32",102,10,0,94,68,52,10,14,4,5,2,2,74,51,37,13,14,2,5,196,206,18,1325
"61","2006-1720","Bangkok","Hard",32,"A",20060925,14,102783,NA,"","Rainer Schuettler","R",180,"GER",30.417522245,102703,NA,"","Hyung Taik Lee","R",180,"KOR",30.726899384,"6-1 6-4",3,"R32",62,6,3,45,25,18,14,9,0,1,0,2,58,44,24,5,8,7,11,85,474,57,671
"62","2006-1720","Bangkok","Hard",32,"A",20060925,15,103498,NA,"","Marat Safin","R",193,"RUS",26.6611909651,103240,NA,"","Kevin Kim","R",180,"USA",28.167008898,"2-6 6-1 6-4",3,"R32",89,10,1,73,44,27,16,13,4,8,5,2,87,60,37,11,12,8,13,72,550,87,469
"63","2006-1720","Bangkok","Hard",32,"A",20060925,16,103898,NA,"","Julien Benneteau","R",185,"FRA",24.7638603696,102667,NA,"LL","Satoshi Iwabuchi","L",175,"JPN",30.9678302533,"6-4 6-2",3,"R32",81,12,3,64,43,30,11,9,7,8,1,2,67,47,28,7,9,9,13,48,764,368,89
"64","2006-1720","Bangkok","Hard",32,"A",20060925,17,103344,1,"","Ivan Ljubicic","R",193,"CRO",27.5208761123,103794,NA,"","Benjamin Becker","R",178,"GER",25.2758384668,"7-6(6) 7-5",3,"R16",114,16,4,88,47,39,23,12,3,3,8,3,76,46,35,19,12,4,5,3,3245,75,544
"65","2006-1720","Bangkok","Hard",32,"A",20060925,18,104068,7,"","Robby Ginepri","R",183,"USA",23.9671457906,103821,NA,"","Danai Udomchoke","R",173,"THA",25.1225188227,"6-3 6-3",3,"R16",68,14,0,67,46,31,13,9,6,6,4,2,54,35,26,5,9,4,7,40,830,113,387
"66","2006-1720","Bangkok","Hard",32,"A",20060925,19,102450,NA,"","Tim Henman","R",185,"GBR",32.052019165,104372,NA,"","Alex Bogdanovic","L",183,"GBR",22.3436002738,"6-3 5-7 6-1",3,"R16",140,7,3,91,55,41,19,14,5,7,2,4,101,59,34,22,14,9,14,59,670,148,295
"67","2006-1720","Bangkok","Hard",32,"A",20060925,20,103387,8,"","Paradorn Srichaphan","R",185,"THA",27.2826830938,104783,NA,"WC","Mikhail Ledovskikh","R",188,"RUS",20.1314168378,"6-4 5-7 6-2",3,"R16",131,14,7,92,48,41,25,15,6,7,19,4,126,62,48,26,15,11,14,41,830,276,142
"68","2006-1720","Bangkok","Hard",32,"A",20060925,21,103813,5,"","Jarkko Nieminen","L",185,"FIN",25.1745379877,104433,NA,"","Frank Dancevic","R",185,"CAN",21.9958932238,"2-6 7-6(3) 6-4",3,"R16",114,8,5,102,61,43,22,15,6,9,9,1,87,65,50,10,15,6,8,17,1365,92,450
"69","2006-1720","Bangkok","Hard",32,"A",20060925,22,103484,3,"","James Blake","R",185,"USA",26.7433264887,104112,NA,"LL","Benjamin Balleret","R",185,"MON",23.6933607118,"6-3 6-2",3,"R16",56,4,5,57,29,22,16,9,3,4,3,0,49,30,13,12,8,3,7,9,2085,251,154
"70","2006-1720","Bangkok","Hard",32,"A",20060925,23,104999,NA,"Q","Mischa Zverev","L",190,"GER",19.0937713895,102783,NA,"","Rainer Schuettler","R",180,"GER",30.417522245,"7-6(7) 7-5",3,"R16",95,5,4,73,50,36,12,12,1,3,1,2,81,42,29,21,12,7,10,196,206,85,474
"71","2006-1720","Bangkok","Hard",32,"A",20060925,24,103498,NA,"","Marat Safin","R",193,"RUS",26.6611909651,103898,NA,"","Julien Benneteau","R",185,"FRA",24.7638603696,"7-6(5) 6-7(3) 6-2",3,"R16",138,18,0,111,76,55,18,16,7,9,7,7,105,71,52,12,16,2,6,72,550,48,764
"72","2006-1720","Bangkok","Hard",32,"A",20060925,25,103344,1,"","Ivan Ljubicic","R",193,"CRO",27.5208761123,104068,7,"","Robby Ginepri","R",183,"USA",23.9671457906,"4-6 6-3 6-4",3,"QF",118,14,3,76,46,36,22,15,1,2,4,1,89,61,38,19,14,8,10,3,3245,40,830
"73","2006-1720","Bangkok","Hard",32,"A",20060925,26,103387,8,"","Paradorn Srichaphan","R",185,"THA",27.2826830938,102450,NA,"","Tim Henman","R",185,"GBR",32.052019165,"6-7(2) 6-4 7-6(4)",3,"QF",145,12,6,101,60,49,24,17,1,3,6,5,106,61,45,26,17,5,8,41,830,59,670
"74","2006-1720","Bangkok","Hard",32,"A",20060925,27,103484,3,"","James Blake","R",185,"USA",26.7433264887,103813,5,"","Jarkko Nieminen","L",185,"FIN",25.1745379877,"6-2 2-6 7-5",3,"QF",101,11,5,93,44,31,22,14,4,9,7,3,87,54,39,9,14,7,13,9,2085,17,1365
"75","2006-1720","Bangkok","Hard",32,"A",20060925,28,103498,NA,"","Marat Safin","R",193,"RUS",26.6611909651,104999,NA,"Q","Mischa Zverev","L",190,"GER",19.0937713895,"7-6(4) 5-7 7-5",3,"QF",129,4,3,113,73,57,19,18,0,2,10,0,105,75,54,19,18,6,8,72,550,196,206
"76","2006-1720","Bangkok","Hard",32,"A",20060925,29,103344,1,"","Ivan Ljubicic","R",193,"CRO",27.5208761123,103387,8,"","Paradorn Srichaphan","R",185,"THA",27.2826830938,"6-3 6-2",3,"SF",77,17,0,67,39,30,15,9,4,4,2,1,51,32,19,10,8,3,6,3,3245,41,830
"77","2006-1720","Bangkok","Hard",32,"A",20060925,30,103484,3,"","James Blake","R",185,"USA",26.7433264887,103498,NA,"","Marat Safin","R",193,"RUS",26.6611909651,"3-6 6-4 7-6(3)",3,"SF",124,6,0,109,68,51,17,16,4,8,5,2,112,74,49,20,15,9,12,9,2085,72,550
"78","2006-1720","Bangkok","Hard",32,"A",20060925,31,103484,3,"","James Blake","R",185,"USA",26.7433264887,103344,1,"","Ivan Ljubicic","R",193,"CRO",27.5208761123,"6-3 6-1",3,"F",59,1,0,47,30,21,11,8,1,2,2,4,45,19,13,7,8,1,6,9,2085,3,3245
"79","2006-2276","Zagreb","Carpet",32,"A",20060130,1,103344,1,"","Ivan Ljubicic","R",193,"CRO",26.8692676249,104918,NA,"WC","Andy Murray","R",190,"GBR",18.71321013,"4-6 6-2 6-3",3,"R32",118,15,3,93,54,41,19,14,4,6,4,2,73,41,29,16,13,2,6,5,2395,60,593
"80","2006-2276","Zagreb","Carpet",32,"A",20060130,2,102202,NA,"","Kenneth Carlsen","L",190,"DEN",32.7885010267,103401,NA,"","Jan Hernych","R",190,"CZE",26.5681040383,"6-2 6-4",3,"R32",68,7,1,47,33,27,9,9,0,0,2,1,66,43,26,9,9,6,9,61,590,85,455
"81","2006-2276","Zagreb","Carpet",32,"A",20060130,3,104022,NA,"","Mikhail Youzhny","R",183,"RUS",23.6002737851,102720,NA,"","Tomas Zib","R",178,"CZE",29.9986310746,"6-4 3-6 6-1",3,"R32",100,10,1,87,57,42,18,13,5,6,9,0,77,40,29,21,13,3,6,47,765,73,547
"82","2006-2276","Zagreb","Carpet",32,"A",20060130,4,103813,6,"","Jarkko Nieminen","L",185,"FIN",24.5229295003,103808,NA,"","Potito Starace","R",188,"ITA",24.5475701574,"3-6 7-5 6-3",3,"R32",111,3,3,82,49,34,18,15,1,4,10,2,97,64,44,14,15,5,9,26,1230,101,403
