"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"1","1988-201","Guaruja","Hard",32,"A",19880125,1,100586,1,"","Eliot Teltscher","R",178,"USA",28.8651608487,100548,NA,"","Ivan Kley","R",183,"BRA",29.5742642026,"7-5 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,251,NA
"2","1988-201","Guaruja","Hard",32,"A",19880125,2,101133,NA,"","Patrick Baur","R",188,"GER",22.7296372348,100986,NA,"WC","Dacio Campos","R",185,"BRA",24.1040383299,"7-5 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,317,NA
"3","1988-201","Guaruja","Hard",32,"A",19880125,3,100669,NA,"","Charles Bud Cox","R",196,"USA",27.7891854894,101076,NA,"","Cesar Kist","R",180,"BRA",23.2580424367,"6-2 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,205,NA
"4","1988-201","Guaruja","Hard",32,"A",19880125,4,100782,8,"","Pablo Arraya","R",180,"PER",26.2614647502,100518,NA,"","Ricardo Acuna","R",175,"CHI",30.0314852841,"6-4 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,190,NA
"5","1988-201","Guaruja","Hard",32,"A",19880125,5,101318,4,"","Javier Frana","L",185,"ARG",21.0841889117,101250,NA,"","Jose Daher","R",180,"BRA",21.7659137577,"7-6 7-6",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,157,NA
"6","1988-201","Guaruja","Hard",32,"A",19880125,6,101237,NA,"","Danilo Marcelino","R",193,"BRA",21.8836413415,101166,NA,"","Gustavo Garetto","R",190,"ARG",22.507871321,"6-4 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,204,NA
"7","1988-201","Guaruja","Hard",32,"A",19880125,7,100323,NA,"","Givaldo Barbosa","R",183,"BRA",33.9986310746,100751,NA,"","Roberto Saad","R",185,"ARG",26.6447638604,"6-4 7-5",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,189,NA
"8","1988-201","Guaruja","Hard",32,"A",19880125,8,100800,5,"","Diego Perez","R",178,"URU",25.9575633128,100398,NA,"","Julio Goes","R",180,"BRA",32.2518822724,"4-6 6-0 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,165,NA
"9","1988-201","Guaruja","Hard",32,"A",19880125,9,101382,6,"","Marcelo Filippini","R",178,"URU",20.476386037,100949,NA,"WC","Mauro Menezes","R",193,"BRA",24.4982888433,"6-0 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,481,NA
"10","1988-201","Guaruja","Hard",32,"A",19880125,10,100864,NA,"","Martin Wostenholme","R",183,"CAN",25.2895277207,100917,NA,"Q","Nelson Aerts","R",188,"BRA",24.7529089665,"6-4 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,408,NA
