"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"1","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,1,100437,1,"","Bjorn Borg","R",180,"SWE",21.5934291581,100286,NA,"","Harold Solomon","R",168,"USA",25.311430527,"6-2 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,2,100055,NA,"","Cliff Drysdale","R",188,"RSA",36.6242299795,100090,NA,"","Dick Crealy","R",NA,"AUS",33.3086926762,"7-6 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,3,100436,NA,"","Nick Saviano","L",180,"USA",21.5961670089,100200,NA,"","Antonio Zugarelli","R",NA,"ITA",27.9780971937,"6-4 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,4,100255,8,"","Roscoe Tanner","L",183,"USA",26.2368240931,100376,NA,"","Buster C Mottram","R",NA,"GBR",22.7104722793,"6-4 4-6 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,5,100342,3,"","Vitas Gerulaitis","R",183,"USA",23.4579055441,100073,NA,"","Mark Cox","L",NA,"GBR",34.5160848734,"6-2 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,6,100067,NA,"","Frew Mcmillan","R",183,"RSA",35.6413415469,100400,NA,"","Hubertus Hoyt","R",NA,"USA",22.1848049281,"6-0 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,7,100280,NA,"","Wojtek Fibak","R",183,"POL",25.4346338125,100279,NA,"","Mike Cahill","R",183,"USA",25.5633127995,"6-2 7-5",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,8,100309,5,"","Raul Ramirez","R",183,"MEX",24.5557837098,100141,NA,"","Zeljko Franulovic","R",NA,"CRO",30.5763175907,"6-1 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,9,100119,6,"","Ilie Nastase","R",183,"ROU",31.4770704997,100313,NA,"","Keith Richardson","R",185,"USA",24.3942505133,"6-1 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","1978-1506","Birmingham WCT","Carpet",32,"A",19780109,10,100276,NA,"","Terry Moor","L",178,"USA",25.7138945927,100249,NA,"","Paolo Bertolucci","R",175,"ITA",26.4366872005,"6-4 6-0",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
