"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"1","1968-2029","Dublin","Grass",32,"A",19680708,270,202866,NA,"","Doug Smith","U",NA,"AUS",NA,110196,NA,"","Peter Ledbetter","U",NA,"UNK",NA,"6-1 7-5",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","1968-2029","Dublin","Grass",32,"A",19680708,271,126914,NA,"","Louis Pretorius","R",NA,"RSA",NA,209536,NA,"","Maurice Pollock","U",NA,"IRL",NA,"6-1 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","1968-2029","Dublin","Grass",32,"A",19680708,272,209523,NA,"","Cecil Pedlow","U",NA,"IRL",NA,209535,NA,"","John Mulvey","U",NA,"IRL",NA,"6-2 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","1968-2029","Dublin","Grass",32,"A",19680708,273,100084,NA,"","Tom Okker","R",178,"NED",24.3750855578,209534,NA,"","Unknown Fearmon","U",NA,"",NA,"6-1 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","1968-2029","Dublin","Grass",32,"A",19680708,274,100132,NA,"","Armistead Neely","R",NA,"USA",21.3059548255,209533,NA,"","Harry Sheridan","U",NA,"IRL",NA,"6-2 6-4",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","1968-2029","Dublin","Grass",32,"A",19680708,275,207073,NA,"","John Mcgrath","",NA,"IRL",NA,209532,NA,"","B Kelly","U",NA,"",NA,"4-6 8-6 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","1968-2029","Dublin","Grass",32,"A",19680708,276,109783,NA,"","Bob Howe","R",183,"AUS",42.9295003422,125672,NA,"","Kenneth Reid","U",NA,"IRL",NA,"6-0 9-7",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","1968-2029","Dublin","Grass",32,"A",19680708,277,109745,NA,"","Lew Hoad","R",NA,"AUS",33.6235455168,125716,NA,"","James Buckley","U",NA,"IRL",31.2306639288,"6-1 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","1968-2029","Dublin","Grass",32,"A",19680708,278,201749,NA,"","Graydon Garner","R",NA,"RSA",NA,209531,NA,"","Vivian Gotto","U",NA,"IRL",NA,"6-1 6-0",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","1968-2029","Dublin","Grass",32,"A",19680708,279,209525,NA,"","Dennis Foley","U",NA,"IRL",NA,110045,NA,"","Peter Mockler","R",NA,"IRL",NA,"4-6 6-4 6-0",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","1968-2029","Dublin","Grass",32,"A",19680708,280,109813,NA,"","Ken Fletcher","R",NA,"AUS",28.0629705681,209530,NA,"","Unknown Fitzsimmons","U",NA,"",NA,"6-3 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","1968-2029","Dublin","Grass",32,"A",19680708,281,100068,NA,"","Herb Fitzgibbon","R",NA,"USA",25.9849418207,209529,NA,"","Gerry Waldron","U",NA,"IRL",NA,"6-3 6-1",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","1968-2029","Dublin","Grass",32,"A",19680708,282,100061,NA,"","Tom Edlefsen","R",188,"USA",26.5708418891,209528,NA,"","W Walsh","U",NA,"",NA,"6-1 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","1968-2029","Dublin","Grass",32,"A",19680708,283,100073,NA,"","Mark Cox","L",NA,"GBR",25.0102669405,209527,NA,"","Unknown Doherty","U",NA,"",NA,"6-0 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","1968-2029","Dublin","Grass",32,"A",19680708,284,100158,NA,"","John Bartlett","R",188,"AUS",20.3093771389,110185,NA,"","Michael Hickey","R",NA,"IRL",NA,"7-5 5-7 6-3",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","1968-2029","Dublin","Grass",32,"A",19680708,285,209524,NA,"","Harry Barniville","U",NA,"IRL",NA,209526,NA,"","Derek Pollock","U",NA,"IRL",NA,"8-6 3-6 6-2",3,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","1968-2029","Dublin","Grass",32,"A",19680708,286,100084,NA,"","Tom Okker","R",178,"NED",24.3750855578,100132,NA,"","Armistead Neely","R",NA,"USA",21.3059548255,"9-7 7-5",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","1968-2029","Dublin","Grass",32,"A",19680708,287,109783,NA,"","Bob Howe","R",183,"AUS",42.9295003422,126914,NA,"","Louis Pretorius","R",NA,"RSA",NA,"8-6 7-5",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","1968-2029","Dublin","Grass",32,"A",19680708,288,109745,NA,"","Lew Hoad","R",NA,"AUS",33.6235455168,209525,NA,"","Dennis Foley","U",NA,"IRL",NA,"6-3 6-1",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","1968-2029","Dublin","Grass",32,"A",19680708,289,201749,NA,"","Graydon Garner","R",NA,"RSA",NA,209524,NA,"","Harry Barniville","U",NA,"IRL",NA,"6-3 6-4",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","1968-2029","Dublin","Grass",32,"A",19680708,290,109813,NA,"","Ken Fletcher","R",NA,"AUS",28.0629705681,209523,NA,"","Cecil Pedlow","U",NA,"IRL",NA,"6-1 6-0",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","1968-2029","Dublin","Grass",32,"A",19680708,291,100068,NA,"","Herb Fitzgibbon","R",NA,"USA",25.9849418207,202866,NA,"","Doug Smith","U",NA,"AUS",NA,"2-6 6-4 6-1",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","1968-2029","Dublin","Grass",32,"A",19680708,292,100061,NA,"","Tom Edlefsen","R",188,"USA",26.5708418891,207073,NA,"","John Mcgrath","",NA,"IRL",NA,"6-2 6-2",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","1968-2029","Dublin","Grass",32,"A",19680708,293,100073,NA,"","Mark Cox","L",NA,"GBR",25.0102669405,100158,NA,"","John Bartlett","R",188,"AUS",20.3093771389,"6-3 6-2",3,"R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","1968-2029","Dublin","Grass",32,"A",19680708,294,100084,NA,"","Tom Okker","R",178,"NED",24.3750855578,201749,NA,"","Graydon Garner","R",NA,"RSA",NA,"6-1 6-0",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","1968-2029","Dublin","Grass",32,"A",19680708,295,109745,NA,"","Lew Hoad","R",NA,"AUS",33.6235455168,109783,NA,"","Bob Howe","R",183,"AUS",42.9295003422,"6-3 9-7",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","1968-2029","Dublin","Grass",32,"A",19680708,296,109813,NA,"","Ken Fletcher","R",NA,"AUS",28.0629705681,100068,NA,"","Herb Fitzgibbon","R",NA,"USA",25.9849418207,"4-6 6-3 6-4",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","1968-2029","Dublin","Grass",32,"A",19680708,297,100073,NA,"","Mark Cox","L",NA,"GBR",25.0102669405,100061,NA,"","Tom Edlefsen","R",188,"USA",26.5708418891,"6-4 6-2",3,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","1968-2029","Dublin","Grass",32,"A",19680708,298,100084,NA,"","Tom Okker","R",178,"NED",24.3750855578,109813,NA,"","Ken Fletcher","R",NA,"AUS",28.0629705681,"6-1 6-4",3,"SF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","1968-2029","Dublin","Grass",32,"A",19680708,299,109745,NA,"","Lew Hoad","R",NA,"AUS",33.6235455168,100073,NA,"","Mark Cox","L",NA,"GBR",25.0102669405,"6-3 1-6 6-4",3,"SF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","1968-2029","Dublin","Grass",32,"A",19680708,300,100084,NA,"","Tom Okker","R",178,"NED",24.3750855578,109745,NA,"","Lew Hoad","R",NA,"AUS",33.6235455168,"6-1 6-2",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","1968-303","Buenos Aires","Clay",16,"A",19681111,1,100029,NA,"","Rod Laver","L",173,"AUS",30.2587268994,100068,NA,"","Herb Fitzgibbon","R",NA,"USA",26.3299110198,"6-1 6-4 6-4",5,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","1968-303","Buenos Aires","Clay",16,"A",19681111,2,100099,NA,"","Thomaz Koch","L",NA,"BRA",23.5044490075,100030,NA,"","Fred Stolle","R",190,"AUS",30.0944558522,"6-3 6-2 0-6 6-3",5,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","1968-303","Buenos Aires","Clay",16,"A",19681111,3,100022,NA,"","Roy Emerson","R",183,"AUS",32.0219028063,100113,NA,"","Jan Kodes","R",175,"CZE",22.6995208761,"11-9 9-11 6-4 6-3",5,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","1968-303","Buenos Aires","Clay",16,"A",19681111,4,100026,NA,"","Andres Gimeno","R",185,"ESP",31.2744695414,106923,NA,"","Eduardo Mandarino","R",NA,"ESP",NA,"6-1 4-6 10-8 6-3",5,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","1968-303","Buenos Aires","Clay",16,"A",19681111,5,100029,NA,"","Rod Laver","L",173,"AUS",30.2587268994,100099,NA,"","Thomaz Koch","L",NA,"BRA",23.5044490075,"6-2 8-6 6-2",5,"SF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","1968-303","Buenos Aires","Clay",16,"A",19681111,6,100022,NA,"","Roy Emerson","R",183,"AUS",32.0219028063,100026,NA,"","Andres Gimeno","R",185,"ESP",31.2744695414,"6-4 8-10 6-4 6-4",5,"SF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","1968-303","Buenos Aires","Clay",16,"A",19681111,7,100022,NA,"","Roy Emerson","R",183,"AUS",32.0219028063,100029,NA,"","Rod Laver","L",173,"AUS",30.2587268994,"9-7 6-4 6-4",5,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","1968-303","Buenos Aires","Clay",16,"A",19681111,265,202589,NA,"","Jose Prats","U",NA,"ARG",NA,209817,NA,"","Gustavo Herrero","U",NA,"ARG",NA,"6-4 8-6 8-6",5,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","1968-303","Buenos Aires","Clay",16,"A",19681111,266,112528,NA,"","Ricky Morea","",NA,"ARG",44.5859000684,110117,NA,"","Roberto Graetz","U",NA,"UNK",NA,"6-4 6-4 6-2",5,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","1968-303","Buenos Aires","Clay",16,"A",19681111,267,110413,NA,"","Norberto Herrero","U",NA,"UNK",NA,209816,NA,"","Andres Funes","U",NA,"ARG",NA,"6-4 6-3 6-2",5,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","1968-303","Buenos Aires","Clay",16,"A",19681111,268,110119,NA,"","Ricardo Aubone","U",NA,"UNK",NA,209815,NA,"","Emery Neale","U",NA,"USA",NA,"6-4 6-1 3-6 6-3",5,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1968-303","Buenos Aires","Clay",16,"A",19681111,269,109923,NA,"","Roberto Aubone","U",NA,"ARG",NA,209814,NA,"","Alejandro Harms","U",NA,"ARG",NA,"6-0 6-0 7-5",5,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","1968-303","Buenos Aires","Clay",16,"A",19681111,270,100282,NA,"","Guillermo Vilas","L",180,"ARG",16.2354551677,117249,NA,"","Carlos Alberto Fernandes","",NA,"BRA",NA,"6-0 2-6 6-3 4-6 7-5",5,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","1968-303","Buenos Aires","Clay",16,"A",19681111,271,100032,NA,"","Patricio Rodriguez Chi","R",188,"CHI",29.8945927447,110414,NA,"","Carlos Junquet","U",NA,"UNK",NA,"6-2 6-2 6-2",5,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","1968-303","Buenos Aires","Clay",16,"A",19681111,272,100038,NA,"","Jaime Pinto Bravo","R",NA,"CHI",29.0924024641,202598,NA,"","Jorge Kon","U",NA,"ARG",NA,"6-4 6-4 6-4",5,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","1968-303","Buenos Aires","Clay",16,"A",19681111,273,100122,NA,"","Julian Ganzabal","R",NA,"ARG",22.2149212868,206946,NA,"","Enrique Perez Alvarez","",NA,"URU",26.6036960986,"6-4 6-1 6-2",5,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","1968-303","Buenos Aires","Clay",16,"A",19681111,274,100061,NA,"","Tom Edlefsen","R",188,"USA",26.9158110883,125578,NA,"","Tomas Lynch","U",NA,"ARG",18.8829568789,"8-6 6-3 6-2",5,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","1968-303","Buenos Aires","Clay",16,"A",19681111,275,100088,NA,"","Patricio Cornejo","R",180,"CHI",24.4325804244,208956,NA,"","Carlos Romero","U",NA,"ARG",NA,"6-0 6-3 6-2",5,"R32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
