"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"1","1983-201","Guaruja","Hard",64,"A",19830124,1,100518,NA,"","Ricardo Acuna","R",175,"CHI",25.0102669405,100548,NA,"","Ivan Kley","R",183,"BRA",24.553045859,"6-4 6-1",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA
"2","1983-201","Guaruja","Hard",64,"A",19830124,2,100651,NA,"","Alejandro Ganzabal","R",180,"ARG",22.9185489391,100715,NA,"","Jim Gurfein","L",175,"USA",22.0342231348,"1-6 7-5 6-0",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA
"3","1983-201","Guaruja","Hard",64,"A",19830124,3,100402,NA,"","Francisco Gonzalez","R",193,"PAR",27.1622176591,100609,NA,"","Zoltan Kuharszky","R",183,"HUN",23.5290896646,"1-6 7-6 6-2",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","1983-201","Guaruja","Hard",64,"A",19830124,4,100436,NA,"","Nick Saviano","L",180,"USA",26.6173853525,100233,NA,"","Ricardo Cano","R",170,"ARG",31.8904859685,"6-2 6-4",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA
"5","1983-201","Guaruja","Hard",64,"A",19830124,5,100799,NA,"","Carlos Castellan","R",190,"ARG",20.93908282,100496,NA,"Q","Charles Buzz Strode","R",183,"USA",25.3661875428,"6-2 6-2",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","1983-201","Guaruja","Hard",64,"A",19830124,6,100323,NA,"","Givaldo Barbosa","R",183,"BRA",28.977412731,100398,NA,"","Julio Goes","R",180,"BRA",27.2306639288,"6-4 7-6",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","1983-201","Guaruja","Hard",64,"A",19830124,7,100115,NA,"","Jaime Fillol","R",180,"CHI",36.6242299795,100240,NA,"","Joao Soares","R",185,"BRA",31.7316906229,"6-7 6-1 7-6",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,93,NA
"8","1983-201","Guaruja","Hard",64,"A",19830124,8,100599,NA,"","Bernard Boileau","R",185,"BEL",23.6495550992,100392,NA,"Q","Richard Meyer","R",183,"USA",27.370294319,"6-1 6-1",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA
"9","1983-201","Guaruja","Hard",64,"A",19830124,9,100345,NA,"","Pat Dupre","R",190,"USA",28.3367556468,100604,NA,"","Egan Adams","R",178,"USA",23.5920602327,"6-2 6-1",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA
"10","1983-201","Guaruja","Hard",64,"A",19830124,10,100155,NA,"","Ramiro Benavides","R",NA,"BOL",34.9650924025,100681,NA,"","Morris Skip Strode","R",193,"USA",22.6173853525,"6-0 6-4",3,"R64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
